X,Y,FID,MSOA21CD,GlobalID
521543.3858,231970.0636,6417,E02004916,5f406f15-199b-4cf4-8efd-96b587c40312
491250.5076,225155.952299999,6418,E02003640,4ec95519-7d1f-4cbc-bd30-0cfa2ac07ad8
439573.8897,466388.2774,6419,E02005765,57105219-74bb-4417-b356-e7cd342dcbf0
545807.0783,261213.981000001,6420,E02003719,3d8ba621-39af-4f6e-8903-bc59a230943c
331229.4124,440050.3718,6421,E02002635,131a9280-8fd9-4045-a52a-d0da427ed05d
422283.6223,567375.8069,6422,E02001715,19624b41-9491-4a66-9fbd-bafd0ab6f8cd
504070.1132,487603.7227,6423,E02005804,d4cab970-65ec-41f8-9e44-fd73ee2a6ac4
603021.8395,242939.5561,6424,E02006230,58295c8e-4c26-4169-a224-fedd1d1f10aa
494836.9918,426938.887700001,6425,E02002715,1ccf0e7b-ab2b-4ee4-a8dc-28da78a43721
429709.8316,581566.4485,6426,E02005709,e6a4d573-4979-4bc3-8ff4-c7b771b758b1
436837.3664,533821.881100001,6427,E02004334,dfc54076-8229-4816-a016-359ae4b64ce7
506502.964,302894.8103,6428,E02003240,65e935df-dba7-474c-bd70-f51f52fe785d
434809.8428,572871.5682,6429,E02001740,f58ce8c6-cfc5-4e37-86e5-4f64a1bce51b
603447.2588,258908.230599999,6430,E02006269,85dcd0a0-6ac9-4ced-98ea-8e729a3a4d23
435093.2447,471789.385500001,6431,E02005763,54d56dd9-a24d-4bbb-b456-afe82ceed924
588902.1127,200763.370100001,6432,E02004561,fedcdbcf-bba4-43ef-8904-2fc24950ee4a
508678.3631,435071.652000001,6433,E02007080,f29ea77f-dbe0-4d74-bb07-f9eed2fbf52a
564532.1193,323377.7938,6434,E02005555,e1f4ec3a-d6d4-495b-aef6-a78bfabeb5d7
497414.0505,372403.2634,6435,E02005444,75c3b116-eb69-481e-beaf-c772b2e4697a
506152.7222,239193.5196,6436,E02003606,16c00c8b-4465-4997-9258-738c0d137e56
526138.9746,221767.7667,6437,E02004955,ce963566-fa93-4c83-94f9-74b6f3b72674
461589.8143,454712.638499999,6438,E02002776,79d2525d-a7b0-436f-b1d2-a42a95b22cbf
460161.7037,457874.918,6439,E02002774,203f1ddc-bb02-403e-8cd4-ae3907e0ba75
531000.7219,272983.3773,6440,E02003763,78975e56-04c0-4b0e-a31e-2312cd1d5aaf
536956.1768,257867.4694,6441,E02003784,cf0e6312-b3ce-44a9-82ba-60fb99a33559
441360.7784,520108.0119,6442,E02002545,1585919a-a424-4448-84c5-5b99124aca6a
438466.6742,553191.618100001,6443,E02001817,8d41199d-848f-434f-9fd5-a97b2b1b330b
619046.9005,316929.404899999,6444,E02005523,3c892017-67c8-4a94-a4db-e6c65af60546
427846.053,545261.1753,6445,E02004308,fc8a32a9-2e73-43bc-98e0-c26a456ea854
331728.8976,434315.019300001,6446,E02002647,b5312f57-ad5f-4a50-8531-195497f0c476
343822.6673,464300.1415,6447,E02005226,f18c826d-0f10-45ce-bc9f-bfc95e9170ce
455487.1663,346019.828600001,6448,E02002868,ed199d8e-4e52-47e7-8f57-f9e1393a28e3
581786.8941,216027.670499999,6449,E02004460,c5f47719-5f40-4a86-84ab-e9cd53685292
619269.8715,326584.942500001,6450,E02005520,379e1cb9-9051-4544-b399-2a3d3b751248
485268.8103,430154.877599999,6451,E02002709,18ecede3-5619-4ea1-8a83-98c47f53d1c0
522048.5324,208349.9144,6452,E02004991,887be77a-9d42-40b6-8c33-130fc3c163a1
556476.2811,363376.274499999,6453,E02005437,29f60338-4793-4756-bfb3-1d08009c1b92
548403.6695,220453.880799999,6454,E02004884,b2b83c7e-6713-4f08-9546-f9e4d323581d
510124.398,197945.082,6455,E02004974,2756b275-a521-435b-90b5-8104faf29714
504926.2816,195776.274599999,6456,E02004959,2f1ad814-dbda-467d-8aa1-36890732ee30
492395.3392,225542.5472,6457,E02003639,4bf2ca42-4c56-41e4-8a4b-82b43635157c
460874.973,458209.778000001,6458,E02002773,53a70161-078a-4592-86e3-259b8ea64cbe
530073.7944,270097.1446,6459,E02003768,d6df6480-5cde-4b3e-81c3-820ac2d6506c
458778.7456,341769.556399999,6460,E02002883,c475259d-8ad3-4577-98d2-4872a61605bf
454571.0485,344890.4307,6461,E02002871,532f5687-c033-4297-9bb2-e321bd98bfcb
628349.9797,251471.940300001,6462,E02006291,f55c7c1e-4bd8-425b-8f6d-848ead9c1728
459545.7813,450078.5052,6463,E02002792,b520049f-8b1f-4b60-a694-c556aecfcdde
434700.5147,458594.581599999,6464,E02005767,db17fc29-28b2-4fd4-8158-6eaaede10f3a
545788.4553,208931.7414,6465,E02004549,46c59c83-3bac-47e6-9d90-14bf0ca0702d
586703.4954,187409.810799999,6466,E02003282,8e0e87d7-3cf7-4b55-8364-3c672945756c
564728.2747,179007.3007,6467,E02003307,910bbf9e-e58d-4016-a999-1de6429ac425
422629.2352,571387.648499999,6468,E02007095,86489451-474b-4a37-9305-38693a3a9170
435728.7915,571963.793,6469,E02001743,83da96d1-437a-4cd1-972e-d1d38c5c3eeb
578431.1182,183734.0833,6470,E02004482,fda1f278-4433-45e9-a3f0-d4f68cf997f2
499163.9279,208283.147700001,6471,E02004864,46bfe947-d4d0-49cf-bcdf-95736108cd7a
455333.0654,343816.419199999,6472,E02002875,b32f77d1-8796-4a60-a094-48528cd69aaa
319682.1997,470725.1634,6473,E02003980,9ff32557-40ac-4bf8-9486-d39748928f17
592459.53,330117.8662,6474,E02005580,073a3491-28cd-4891-adae-3af7845670b0
570375.4785,269972.3453,6475,E02006242,8b948436-4b99-4d28-9997-9db17ed8f483
556711.9782,221597.453500001,6476,E02004596,96e237f5-6967-4760-9c8a-e38a9b9f24ff
451382.3385,340477.6787,6477,E02002892,c90b3638-a066-4406-94f1-bdbda5f69172
321048.8099,469315.869200001,6478,E02003983,be8ec38b-1513-4e35-98be-8c1cceb7fb53
523131.6924,302848.7469,6479,E02003241,e2b4535d-6b7b-4b9d-af65-21af5d0bce16
614647.4408,213929.291099999,6480,E02004590,bc5d6c8b-36f8-46b7-9794-bddeaf3a28dd
445689.83,539402.786,6481,E02004330,e74a1b85-a602-4b7b-b3c1-1b6276927e45
438290.8332,556212.937899999,6482,E02001808,812c3fba-560a-4073-9c08-8dc59744df65
470002.7968,339732.901799999,6483,E02005907,61372c77-c2f5-404c-a584-8781357fb595
431273.3879,568821.5715,6484,E02001758,425d1531-fcca-42f5-9dea-5dc8df8711e4
487950.2316,411232.344599999,6485,E02002757,9ab404f6-a1c2-43a8-b398-af64822bf0b4
347764.2567,461720.153999999,6486,E02005234,da101e90-44c6-465d-9a37-35c8e783c369
588918.0706,240397.898800001,6487,E02006234,8f9a02e4-847a-4bde-8b77-5b4c27cbabc7
508869.2292,223955.0932,6488,E02003264,c38cce03-7335-4e6f-b264-e8ecbc062881
449608.8691,433170.7379,6489,E02005812,609fd936-54b6-4a32-9d8f-b1fce2ceff2b
594956.2335,196382.366,6490,E02004562,50988e64-44c4-4f83-ac7e-856d4f6d3856
393287.8402,563878.7228,6491,E02005730,fe09c501-4f40-490a-af7b-fcd9abfb4a95
651861.5266,312500.8092,6492,E02005540,bcecc621-134c-49c9-bff0-18f9117f9c64
431887.737,556121.752499999,6493,E02001807,bd57d06f-5940-432b-9bcd-c5f7b28a52ba
525433.9555,252069.1918,6494,E02003787,b2b16ccf-6c99-46eb-a49a-3cd11fc88e73
428164.6003,564874.835100001,6495,E02007098,9bd9dfcd-0d26-49fa-8cf3-95705d212eff
385831.7919,582659.4849,6496,E02005727,2b48ad84-7a29-4e15-9b8a-c99fe7d8ca6e
421015.995,566928.016899999,6497,E02001718,d68ec9c0-193e-4362-9955-600d6ef7591e
536298.4818,214738.493000001,6498,E02004889,16fe5592-1176-4aa8-902c-9262e4b242a0
523692.5795,325200.9136,6499,E02005469,fd7b0391-5a83-4110-8f94-e32d73160f4b
502868.0314,234899.284,6500,E02003614,efe3dd98-6f83-4e37-9ce3-0f3e40c226ef
575124.2808,209455.1655,6501,E02004489,e85d6026-f095-4626-83a1-4e6cfc7b1590
524449.6888,224078.872,6502,E02004951,89068d01-1ab5-459d-ae3b-a9e309f94b89
450881.7336,335978.7246,6503,E02005862,37331dc9-404d-4be6-9508-ee6aff20d62a
515171.275,207066.8544,6504,E02004935,0e351021-2e74-402c-8ca4-80bdb2ce9605
457974.9931,451446.0408,6505,E02002787,fd67e521-68f8-4980-9e38-e8e2f953cbf2
320905.1571,471498.232000001,6506,E02003979,ccbdc055-92bc-42d7-8d9b-edcd7ee81b79
539326.0977,394070.396400001,6507,E02005425,a69502b2-5db0-4ed9-97d6-fbcde74e7efc
337184.1706,427513.2744,6508,E02005211,f4c0b973-60ee-4747-94bd-c988959f1d6e
526365.5509,225474.7928,6509,E02007091,0b57aea5-5453-49ff-ac3c-9bcd3069178f
429057.6428,513410.855799999,6510,E02002572,1731a440-35a7-4e9a-97e6-458d593f4034
340796.1374,555785.596999999,6511,E02003992,26ba3634-b5ee-425f-b8b2-1e52c42fa95e
461050.5247,516109.158399999,6512,E02002532,ed2f5a9b-92c2-441a-aa44-8c48e86df258
513476.1727,195513.237600001,6513,E02004907,4173198f-7da0-4b05-b330-6e2302333beb
425907.7412,576997.063300001,6514,E02005715,fbfda613-27b6-44ed-8ff1-4378f0d76ec3
583052.6985,248456.467399999,6515,E02006228,84b582ed-9b7e-4445-8fce-c4f98c4aa1f7
583947.3702,237695.669500001,6516,E02004447,d1d7d6e1-ade1-4c3d-8725-e753ad59f5e7
534324.5454,212981.9342,6517,E02004893,bebe37b4-11af-4ded-bb7b-02a81856fef6
518027.1306,466554.194800001,6518,E02002688,b9be2bac-0ef8-44cc-a3d2-c5c2364ed92e
347995.6609,540348.998600001,6519,E02004009,4176d2e3-9928-45c9-9567-eff7774f64d7
513765.6531,451105.3057,6520,E02002693,7e3e5c0b-a8d7-4185-9df1-bcf2768080c4
562935.2528,195284.5187,6521,E02004466,8b2d0325-334d-45a6-9b46-381e0c99b7e9
440174.6638,558526.0285,6522,E02001796,ac945a91-9930-49cb-9567-cceb2763edaa
616178.9316,243277.926899999,6523,E02006256,d863cc53-83c8-48f1-89bf-22136e5b4893
460042.7797,522862.278200001,6524,E02002519,7de9f1ff-8d38-42a0-aebc-90cd9959d87b
432678.5008,455943.121200001,6525,E02005774,d85921c9-d430-496c-9e55-604bf166b320
528344.0342,285376.752599999,6526,E02003755,a486a7dc-6821-4a12-bf4c-6ffcd35ec15f
431513.5206,563328.347999999,6527,E02001782,82a7d6ac-840b-4de7-b16c-5e655b186fa4
440806.5624,549688.2675,6528,E02004320,c46dbe5a-003b-4afd-8046-c25d8e45e0f9
453294.0478,344725.6613,6529,E02002872,313395c5-7d1b-456a-ae37-b923df2b6664
531010.2627,213083.652799999,6530,E02004892,5dfc551c-0412-44fa-86e5-29d33ebeddd0
507626.2068,251231.008300001,6531,E02003622,899be13e-122d-4190-bc6e-05fd5bab9da7
368228.0283,432553.2456,6532,E02005277,df349726-75b5-49c7-8296-c8a89ca24b2e
450131.7791,517689.543400001,6533,E02002506,31d5bb62-d1a4-44aa-9171-d233e1008c63
625629.1624,231710.263900001,6534,E02004573,168b9804-6d3f-4871-84eb-4937ecf0a62e
567727.1601,245371.148,6535,E02006286,1fe2cd9d-bd7b-4612-a6cc-da807436d8fd
507745.144,195576.2117,6536,E02004961,a3ff2def-3fff-4c04-b365-e78d33b67348
622784.401,230375.3674,6537,E02004576,32072880-ddc9-4920-9183-873b45611e9a
596983.2919,223923.059,6538,E02004519,5a810bd0-951f-4642-ba92-2dd217cece8e
556051.5735,364844.1248,6539,E02005435,3e350b34-fc0f-4d59-8975-35defe82683a
524260.4662,310581.1393,6540,E02005475,ec7c4f1f-348d-4fe8-a408-ab36acddf250
429337.6873,517359.025,6541,E02002560,81210053-e4bd-419d-8d39-2ec3855b2c17
555434.2895,178577.7092,6542,E02007004,6adf6159-a802-4604-80d6-9cca1b7c924d
347791.973,466975.8862,6543,E02005223,3cb4edf4-187c-4555-841a-4d9ecb9288ce
428847.7401,529916.6185,6544,E02004338,d767adbb-9f87-4420-87c9-36f1e1908373
450245.5994,345020.219799999,6545,E02005853,77354616-66c0-4842-ad95-a9908ed450c5
338595.5227,568623.947799999,6546,E02003987,f4d3ff41-da57-452a-a9ca-921c14d670ca
616825.2867,245410.7015,6547,E02006249,ec82efbe-72a9-47df-b8b6-ccb73d7bbcd3
622206.5732,250794.894099999,6548,E02006292,edfd8af6-5bd0-4114-8880-69ec0ca5abe6
487549.2163,231990.1175,6549,E02003490,a5f2dc8f-e46f-47e7-b990-cfc2c3f8140a
413732.8863,563347.5261,6550,E02001683,9287f2c8-a96b-4eec-a382-2d6744817eb3
640865.5457,295274.4345,6551,E02005606,675944a6-9ee9-4b30-ae76-fb2149adfba4
450061.5582,334771.4331,6552,E02005864,ed0fbea3-abd1-4f44-97a6-07e9cebd2e4d
561351.6931,177623.056600001,6553,E02003312,2e121faa-a2d8-4a16-993e-9382ea6e9292
467986.2721,516511.4046,6554,E02002530,609e7c88-e5ee-4c63-8370-df801c9678a4
427080.3391,534019.9827,6555,E02004335,8330a1ba-1df1-4f91-b09c-4585c933108a
492252.7791,236248.6348,6556,E02003482,e929bed7-871a-483b-b7e8-bec8af2ada90
309279.188,530555.655400001,6557,E02003970,bd6cfebf-fb8e-444c-8183-4242ca11f22b
549559.4567,313232.9027,6558,E02005563,82d37faf-6a23-458e-a406-194c9c77245e
438006.494,563928.047499999,6559,E02001780,79cabcf7-20c5-44b7-8d34-308bbce88b70
460279.9983,515261.082800001,6560,E02002533,e9070f64-f5d5-424c-b101-ecb51aed7151
347627.6409,463180.0244,6561,E02005231,fb5add24-aeb2-4f5f-89a2-d7fe5021588f
444163.947,541068.080499999,6562,E02004327,40548ead-d560-446b-a5e9-8ec19b9f0c32
328187.997,476496.6908,6563,E02004028,74bd8eb7-6ef6-40b8-9089-9d787152477e
427108.6876,566629.864399999,6564,E02001719,9f3500ac-0e49-4240-b8ca-dc9c83195b68
449943.1738,519682.221100001,6565,E02002496,f4384070-de9c-4b76-b66f-42d30282de53
460471.8879,524914.190300001,6566,E02002515,421a822c-d790-4c70-beb9-9a2475b957f9
541144.5171,296333.4913,6567,E02003750,57ed033f-c856-4105-bd12-d16c6a004cbc
398780.3784,451094.412799999,6568,E02005747,2867dc7b-6ec2-4431-8fe6-0851fc147e0c
332421.5413,436750.9322,6569,E02002641,38a31905-1b9b-4594-9327-2e14e63d3c11
634224.8666,251152.131200001,6570,E02006293,74b64bad-4687-4270-b70a-2b6aa93d6492
522758.8123,215178.5989,6571,E02004981,322475f5-967c-4d76-b34f-313e24f0abcf
488224.9787,409660.715399999,6572,E02002760,187cbb0f-a719-40c5-8d6a-68842b768574
517018.183,249220.3871,6573,E02003600,9abf7ce5-6c90-4f62-a7b5-66819ee4070c
332231.2695,430291.4027,6574,E02005206,b0a981ba-3cc5-4437-866f-8f0a75819886
504759.3969,427241.522399999,6575,E02006813,66189a81-4e85-426a-b983-bd0957d14c2f
367847.5967,470497.581599999,6576,E02005742,93250f92-2df2-4ffd-b308-f8b01c4ba5ef
409716.4125,562909.694700001,6577,E02005731,7259be95-b09e-4ad1-a812-9d0459b18cbe
435875.4766,571062.659,6578,E02001747,c93f4ed5-d771-4b8f-99cb-369d8e4b22f4
554282.5069,281131.383199999,6579,E02003734,2565a016-74b7-41db-9b0b-4b5ad4403600
457368.4805,341927.5001,6580,E02002882,709dcb97-5877-45fd-b201-544815ddbef5
572106.6992,189564.379000001,6581,E02004435,3a214920-0709-432c-bb01-d638270e8ba0
428388.3413,570954.534499999,6582,E02001749,b29dac13-9a31-4b09-9aa7-74afcfb40eb3
434559.8814,571620.7818,6583,E02001746,bfb300f9-c136-4203-9d20-be96df043089
381801.7327,463295.180500001,6584,E02005744,60b7a961-f26f-4881-815e-9f11cac8edbb
431798.6824,575846.6768,6585,E02005717,578f57b9-bfe4-4f7f-ab89-274b969f2c59
505377.1505,484283.094900001,6586,E02005805,88e4dc77-b71b-4ef6-a9ae-920023d769ba
626674.0518,302200.7136,6587,E02005602,4c5609d3-68c5-432e-b702-455bdf4cbf85
525092.4361,407997.976500001,6588,E02002740,72e324c9-0367-48e4-b2bb-396d11b587b3
595529.5145,224364.6306,6589,E02004517,ff665db4-e2b6-42ba-8f09-b51d78ea5e4e
526062.5656,406018.010600001,6590,E02002746,a0b88910-a6d8-4f65-9ed1-c38003f26b5d
566697.0283,246112.4351,6591,E02006284,c162134a-fb2b-4ff1-9f08-6601f2be000a
587620.3079,265924.534,6592,E02006276,a0508528-36b1-4109-8d3e-712c7ec2f79a
510229.5919,434059.001399999,6593,E02002653,6a8f0b1c-9f11-4a80-9e02-b12049cfee3d
586321.6531,283728.993100001,6594,E02005517,9ee2e9e7-1125-489e-8003-b5eb0ab93457
502777.887,247006.4761,6595,E02003633,399a2f19-bfa1-4673-937c-58267bef32b6
435754.8007,555292.451099999,6596,E02001811,37ae0ed2-cbcc-4e48-9b07-ad2287394a0b
541222.4346,324796.2424,6597,E02005466,99180f65-ec21-4522-a6a8-6aca21a3d72d
430479.4746,580789.4289,6598,E02005711,7746db24-5e0a-42d0-b4c8-306166f18a73
601503.286,213041.214,6599,E02004526,ab70ca4d-aabf-49b5-91d2-c3990e8d0bdb
427590.2929,570134.0943,6600,E02001751,2e8b649e-a063-4f9a-8d21-cea87ac8c114
503542.4166,426937.5514,6601,E02002717,f879a833-1ebb-4881-ac32-5ba5d57988fe
505974.4448,364000.6426,6602,E02005457,a94c418d-7e5d-4175-9e47-294dd7cc292d
565660.847,245835.561100001,6603,E02006285,b8eaf24b-d1e2-4f76-95b3-8e1d25751994
357656.7535,469745.7806,6604,E02005222,44e5efe1-73ed-4e9a-86ef-22df1d4fe81e
514650.1972,194693.1873,6605,E02004908,68dd5f80-fc5d-41f0-ad5c-3c13bbdd6a56
627525.2775,309377.2546,6606,E02005535,cd23d38a-5377-4832-81e2-2806c6448654
500528.6211,443862.562899999,6607,E02002696,9a2ada5e-8b0d-471d-90dd-0a34b7085c4b
480324.3548,449014.6535,6608,E02002694,5d3e6b9a-b3cf-4948-b109-1943d3128a72
584464.081,192146.035499999,6609,E02006981,0f663d1d-a4f9-403c-9c5a-70e076b5ea51
514472.0391,208450.1799,6610,E02004932,f61b2d81-dbd8-4154-9253-5344c54a375c
512387.3304,196952.0195,6611,E02004903,4a5c7575-5acc-46f1-80b4-1f687f2620cd
348465.4883,456817.5998,6612,E02005239,35873188-0229-456d-b975-93ef546cd841
574944.2312,193900.8247,6613,E02004428,3df102ec-b2a2-4706-9440-13b50fa506e3
511982.2581,430217.4268,6614,E02002673,8ae173f8-388b-4753-9eb0-74fa32959582
516235.1521,300402.6603,6615,E02003247,22382350-3b05-4477-b9a5-30c5e1ddb1d7
561152.4032,303400.2245,6616,E02005567,9ba89d45-c8f6-456a-868c-48c60751b461
589056.6037,317758.6029,6617,E02005504,de4f6909-0c9a-4465-9b4a-0492ca595d75
517510.8927,204161.5261,6618,E02004941,20c3c133-39c0-478d-9c07-03eff1ea21dd
297507.9712,516091.425899999,6619,E02004004,7385c199-5f90-4852-b295-86ccc2e010fd
411889.2859,550093.0891,6620,E02004304,e87e372e-cb64-43f8-afd0-06b201093640
340601.6169,553786.5055,6621,E02003998,5735f63e-78e0-4ff4-8aac-8c59e982cf81
337684.9345,504151.6021,6622,E02004015,011d71a1-cefc-4db9-9e33-8664e1e2c62e
500781.2303,456424.868000001,6623,E02002691,f2bd14a2-e647-44d3-b887-2980ffa93d17
348231.5653,461035.3989,6624,E02005235,0e287cf5-f37b-4815-8747-0abd3ef73fe3
430130.044,561484.053099999,6625,E02001695,829bfa3d-dc30-45a3-ad7c-e752b4ae9fbb
624330.9935,308902.2707,6626,E02006908,b85a400f-1dbf-4112-8253-5bcb423ace72
474800.7479,423888.9846,6627,E02002724,327404db-b703-4533-9383-620196091430
526476.2704,223426.730900001,6628,E02004952,3fc0a2e9-94e8-49f1-b0f6-5077017a8daa
488760.5908,407144.4855,6629,E02002767,f289bcd7-3699-4cb3-ae9c-d6f1d3136b25
568672.1983,208646.4924,6630,E02004487,0a9e6646-ecb7-46e7-8cca-4796a9ebc149
529829.5185,297096.986099999,6631,E02003749,ba8758de-81c6-44de-9a6a-63a47dc82512
523861.382,214312.921399999,6632,E02004982,427d58d8-2ae4-4698-afe4-8d04e8d52370
516404.6897,227458.863399999,6633,E02004922,5bd7affe-1404-440d-b784-5de8b508f6ac
626623.8914,249155.010600001,6634,E02006294,5407727b-6b52-4361-92ed-555130fb4769
442411.953,543843.548800001,6635,E02004324,ef4f2822-7801-4845-a3f4-19dbea5db1c0
508661.1163,431024.396,6636,E02002666,95b3b6f2-b543-4102-86b7-899cd628f78d
580508.4509,336737.525900001,6637,E02005552,b4233a51-d581-4ea6-9c0f-94acf2188efb
347638.3153,555823.641000001,6638,E02003993,d604e407-b6fa-4e02-9736-23249c5c5210
590420.3214,243339.6055,6639,E02006232,68fdf4dd-2fab-4d7b-83f0-4dcfc0db20a2
446596.3929,346574.620999999,6640,E02005851,9a2ef052-19e3-4080-9ef6-e246d0fbbb3b
546141.3187,258060.779999999,6641,E02003726,4bf908a2-1ebf-4ab9-85b7-323079dde025
621721.4879,245222.063200001,6642,E02006295,37a13fbc-22d8-44d6-9347-2de111992dfd
594667.3365,298980.4944,6643,E02005512,5bab320b-b5ec-4ccd-8610-0d93681867a8
517723.3095,295963.969599999,6644,E02006877,56c02487-2690-419d-a332-1f7a2a585e84
510359.8987,196018.686799999,6645,E02004977,d722d5f7-5848-4d45-a6b9-1602ae61f783
548021.2033,246562.0613,6646,E02003791,839d7168-6ca2-4b4b-a04e-acf23306f0f9
331617.3025,432366.9846,6647,E02002651,f9e58e36-0fc9-4696-9290-34b110b2cc31
530666.3174,338752.6833,6648,E02005423,3f57b4ed-ef89-4e54-9421-6e55b3d9c8c5
503214.0303,262395.9912,6649,E02003616,6364cb81-deb8-40e1-93ab-879a35a9b0ca
493248.4889,224263.180500001,6650,E02003643,5ee3302d-b654-42d2-b5af-c4249b501db9
435306.2903,457225.2816,6651,E02005769,53090756-343f-461a-84eb-cf35053bfa54
554893.5357,261261.4833,6652,E02003740,06555c33-60ef-4e15-a73e-0711b52fd580
525655.9793,223216.6314,6653,E02004953,319a6477-6411-4dc4-8621-301375ee78d7
339000.1383,486041.2305,6654,E02004021,5f4c4d81-f1e1-43bb-a48b-1daa7ce117b6
416106.2749,566481.5525,6655,E02001721,6e14944f-0bf6-49f8-9010-7129094b2c8a
586508.4472,192680.2534,6656,E02004564,2b8697c7-2e2f-4548-81ac-3cd210f8f789
600620.4366,231261.511299999,6657,E02004506,3652738d-7c08-480d-8b7c-bec437f6ab5e
455313.6478,519847.966499999,6658,E02002523,829c9f90-c0ae-4e93-837c-ba597f02347b
545367.6066,210269.0713,6659,E02004546,2ce5e332-2439-48a4-899e-1ba9838ebc72
519257.4652,244890.105900001,6660,E02003603,9a564073-ea66-467f-9bd4-64414a24233a
651862.5398,303283.298699999,6661,E02005548,32c72467-fffb-440e-af0c-12b27c3b6d27
617703.7181,243707.6833,6662,E02006255,af1bafeb-3ba3-4e31-bcc7-cbee0e2ce4dd
545276.3646,207830.4352,6663,E02004553,b48250a7-0976-451e-9750-d0e77ebf41cf
618146.0482,292877.638699999,6664,E02005607,17451b3a-869a-44e5-9f9e-3aecf035885d
569976.0341,183739.689200001,6665,E02003297,1b3e7a83-49d4-4b5f-a2ba-0f6bed7c0ba9
590578.34,330364.8621,6666,E02005578,768d34ca-07d8-4c27-93e5-ca61aeb14d3e
505003.7811,206140.068,6667,E02004873,bf03c4cc-da27-4b7c-91cb-dc41b491d3b5
465174.3037,339509.761499999,6668,E02005908,6fba1cd9-bbfa-4ea9-adbb-a56e693112d3
584438.2179,186128.2996,6669,E02003289,4d35bf61-84a2-49b2-8452-97b9889517bc
506754.109,251814.334799999,6670,E02003621,38697414-3a32-4ccc-8881-d9bd753fcb41
591923.8111,300682.2116,6671,E02005511,28a5a4a6-5607-4334-9cf1-38db8f29f249
485235.518,240972.184599999,6672,E02003467,5c8b5c41-9f75-4221-aa45-b6e83f4d6551
453420.2931,469491.788799999,6673,E02005759,c1c5a6e5-e8f9-4117-89c0-0ff3e0cebfaa
455400.5524,334888.559900001,6674,E02002902,3dabc6e8-374b-4486-a96e-e53e9c464c41
424913.5416,553050.6041,6675,E02004291,8b69126c-0e86-4e1c-ace6-3852cec0caaa
487902.5711,238268.6336,6676,E02003474,047923d5-32ef-40f5-a12d-c6d503383217
624422.0772,283532.1886,6677,E02005609,baeead0f-2e68-4ca3-9673-b4d972675520
497540.5422,370261.5539,6678,E02005447,663e0945-b03f-4151-b49d-7eb870c0a71e
423550.3725,543321.346799999,6679,E02004310,b3c8612a-36dc-474e-8f87-d1346e282622
426274.5097,541677.448899999,6680,E02004315,c3ad0bad-f159-4dc4-ac4d-70387a43785f
601422.2021,223125.644300001,6681,E02004521,b25a0ad4-ab4e-4e30-96e3-b8ad40a3b40a
429301.0719,555512.3731,6682,E02001810,97dfe359-13dd-47d0-841f-c65f4e9a9359
523802.3578,408112.634400001,6683,E02002738,d1173910-01b5-48c5-9620-2745c000f35d
365485.0413,489529.596799999,6684,E02004023,41faafe5-0b63-4a5b-8a4a-2a2ed2a518dd
434280.3453,568938.079399999,6685,E02001757,2843d18a-6bb0-47ba-b3e1-a5cd19132351
590505.0794,186437.628,6686,E02003287,2d560db3-7589-43ff-a20e-fd39c9e275b3
575409.1056,195218.536699999,6687,E02004505,67a640ad-2000-44c7-bc16-5c618cfc57ea
420967.7236,508313.333699999,6688,E02005782,bfc4f2a0-9164-4bb9-9043-2ec99ad4dd85
436447.8352,552888.932499999,6689,E02001819,9176e74a-df79-4c34-a25c-dccc0c6fef64
297648.8926,518091.1459,6690,E02004001,e276aa92-2cc9-4346-96c4-d333fb8486e2
442919.8896,518308.0677,6691,E02002550,4665e61d-eb9f-4eda-86dd-92a4b32feb39
458444.4532,337247.750399999,6692,E02005910,bf5958c9-6eb2-4259-bdee-509ab793ee5d
579632.6965,188813.9835,6693,E02004474,548973ec-eddd-41df-b1fb-49f4f4f2fd3a
518242.1881,300794.2062,6694,E02003246,1c5dcf58-cae5-480e-8a49-4e55f6f2fed1
565913.4115,301604.7128,6695,E02005568,af5e4b1d-5785-422a-bc23-1e26c1fd3729
492220.2114,431358.7061,6696,E02002707,243e85aa-c5c4-4782-a47a-d27d2155b5d1
546989.3917,256833.7223,6697,E02003728,775bc2f7-fb64-4c4f-be3f-f3480671c6df
507524.9162,429768.829299999,6698,E02002676,420ed1cf-0019-4339-8049-2abd5dc86abe
546606.2808,260210.2611,6699,E02003721,73fd3b16-9d19-4afd-ab5a-4f0c5883618a
650773.9206,304852.489399999,6700,E02005545,554bedb1-5f56-4a0d-ac63-edd505d0a63e
458781.5405,339727.6095,6701,E02002896,4a9ccaf8-572e-48ef-8d19-caf228153746
459914.9307,524085.4038,6702,E02002516,242677c4-e418-424c-8848-af1397bd9d35
596495.925,219002.254799999,6703,E02004524,f44a4af0-b440-435c-ac31-4d097fdc3cdc
463191.012,451763.9483,6704,E02002785,bb5ce9c4-050d-42ec-8042-941d1dd4397e
489251.2534,409098.385500001,6705,E02002762,8807656b-568d-4593-9f87-682d748b58a4
512850.4731,355782.4442,6706,E02005459,a3d99a91-2e8b-4069-8d2b-5343f776c7d9
332331.6092,429078.705600001,6707,E02005208,35ecd24b-087a-483b-9779-8208abedf824
453909.1773,345846.3814,6708,E02002869,2d3ecebd-be56-451f-979c-1bc28828d138
434669.7873,567423.115599999,6709,E02001764,bc926609-523a-453f-bd7c-425e23e72f98
528018.9418,409788.797800001,6710,E02002727,a8dc6835-33f5-412c-ab95-317182d43584
